,userId,movieId,rating,timestamp
0,1,17,4.0,944249077
1,1,25,1.0,944250228
2,1,29,2.0,943230976
3,1,30,5.0,944249077
4,1,32,5.0,943228858
5,1,34,2.0,943228491
6,1,36,1.0,944249008
7,1,80,5.0,944248943
8,1,110,3.0,943231119
9,1,111,5.0,944249008
10,1,161,1.0,943231162
11,1,166,5.0,943228442
12,1,176,4.0,944079496
13,1,223,3.0,944082810
14,1,232,5.0,943228442
15,1,260,5.0,943228696
16,1,302,4.0,944253272
17,1,306,5.0,944248888
18,1,307,5.0,944253207
19,1,322,4.0,944053801
20,1,345,1.0,944079376
21,1,356,2.0,943231120
22,1,527,3.0,943231120
23,1,541,5.0,943227521
24,1,562,5.0,944082810
25,1,593,3.0,944248888
26,1,608,2.0,944248943
27,1,645,4.0,944253272
28,1,800,4.0,944248888
29,1,835,3.0,944248888
30,1,838,5.0,943227632
31,1,908,5.0,944250228
32,1,909,5.0,944079417
33,1,912,2.0,943231120
34,1,915,5.0,944082760
35,1,916,4.0,944079376
36,1,923,5.0,944250228
37,1,926,5.0,944256398
38,1,927,5.0,944082894
39,1,933,5.0,944080344
40,1,971,3.0,944253272
41,1,1041,5.0,944253134
42,1,1056,5.0,944253207
43,1,1060,2.0,944080344
44,1,1080,1.0,944079496
45,1,1090,5.0,943231236
46,1,1094,4.0,943231236
47,1,1120,1.0,944250121
48,1,1136,1.0,943228327
49,1,1150,4.0,944250121
50,1,1172,3.0,944248943
51,1,1178,4.0,943231162
52,1,1183,4.0,944250228
53,1,1196,5.0,943228696
54,1,1197,1.0,943228442
55,1,1199,2.0,943230976
56,1,1200,5.0,943231236
57,1,1203,5.0,944248888
58,1,1204,1.0,943231192
59,1,1208,5.0,943231192
60,1,1210,2.0,943228858
61,1,1211,2.0,943228400
62,1,1213,5.0,944250121
63,1,1217,5.0,943231236
64,1,1221,5.0,944250121
65,1,1225,4.0,944248888
66,1,1228,5.0,944253207
67,1,1233,5.0,943231162
68,1,1234,5.0,944053948
69,1,1236,4.0,943228400
70,1,1242,1.0,943231162
71,1,1247,5.0,944250182
72,1,1259,4.0,944082760
73,1,1262,4.0,943231120
74,1,1263,5.0,944249008
75,1,1270,5.0,944082760
76,1,1272,5.0,943231236
77,1,1276,3.0,944248943
78,1,1288,4.0,943228545
79,1,1296,3.0,944250228
80,1,1297,5.0,944053949
81,1,1304,3.0,944053948
82,1,1357,1.0,944253134
83,1,1392,4.0,944256398
84,1,1406,2.0,944253134
85,1,1653,4.0,943230976
86,1,1693,5.0,944253134
87,1,1719,5.0,944249008
88,1,1721,5.0,944250182
89,1,1748,5.0,943228697
90,1,1784,1.0,943228545
91,1,1810,3.0,944253272
92,1,1885,4.0,944079496
93,1,1923,2.0,943228491
94,1,1939,5.0,943231236
95,1,1944,2.0,943231120
96,1,1952,4.0,944253272
97,1,1960,1.0,943231236
98,1,1961,1.0,944250182
99,1,1965,3.0,943228697
100,1,1968,5.0,944053948
101,1,2020,5.0,944256398
102,1,2025,5.0,944249008
103,1,2028,3.0,943231162
104,1,2064,3.0,944079376
105,1,2067,1.0,943231236
106,1,2109,1.0,944079376
107,1,2125,4.0,944256398
108,1,2232,3.0,943228696
109,1,2243,1.0,944080344
110,1,2247,5.0,944053801
111,1,2268,1.0,944248943
112,1,2312,1.0,944250182
113,1,2313,5.0,944253207
114,1,2324,1.0,943228491
115,1,2329,5.0,944253272
116,1,2336,5.0,943228606
117,1,2352,3.0,943228545
118,1,2396,5.0,943228400
119,1,2407,1.0,944082810
120,1,2424,1.0,944079376
121,1,2502,3.0,944080344
122,1,2520,5.0,944250228
123,1,2529,5.0,943230976
124,1,2599,5.0,943228545
125,1,2640,5.0,943228697
126,1,2690,3.0,944079417
127,1,2712,1.0,944253272
128,1,2724,1.0,943228545
129,1,2797,5.0,944053758
130,1,2882,1.0,943227458
131,1,2890,4.0,943226916
132,1,2918,4.0,943228400
133,1,2944,4.0,943231162
134,1,2966,1.0,943226846
135,1,2973,5.0,944079496
136,1,2985,5.0,943230976
137,1,2997,4.0,943226846
138,1,3030,4.0,943228400
139,1,3078,2.0,943226986
140,1,3088,3.0,944053949
141,2,31,5.0,836423902
142,2,34,5.0,836423429
143,2,39,5.0,836423445
144,2,48,5.0,836423886
145,2,153,3.0,836423237
146,2,185,5.0,836423308
147,2,186,5.0,836423602
148,2,193,3.0,836423902
149,2,207,5.0,836424010
150,2,216,4.0,836424027
151,2,218,5.0,836423984
152,2,222,5.0,836423998
153,2,225,5.0,836423429
154,2,231,2.0,836423266
155,2,236,4.0,836423512
156,2,237,5.0,836423935
157,2,253,1.0,836423308
158,2,276,4.0,836423921
159,2,282,5.0,836423512
160,2,296,1.0,836423202
161,2,305,3.0,836424027
162,2,318,5.0,836423266
163,2,339,5.0,836423284
164,2,344,1.0,836423237
165,2,349,3.0,836423237
166,2,350,5.0,836423624
167,2,356,5.0,836423469
168,2,357,4.0,836423870
169,2,362,5.0,836424125
170,2,364,5.0,836423445
171,2,377,4.0,836423602
172,2,380,5.0,836423202
173,2,381,5.0,836423984
174,2,454,4.0,836423445
175,2,457,5.0,836423308
176,2,466,3.0,836424079
177,2,500,5.0,836423677
178,2,508,5.0,836423970
179,2,520,4.0,836424091
180,2,539,5.0,836423870
181,2,551,4.0,836423921
182,2,552,4.0,836423998
183,2,585,4.0,836423959
184,2,586,3.0,836423886
185,2,587,5.0,836423870
186,2,588,5.0,836423237
187,2,592,4.0,836423201
188,2,594,5.0,836424079
189,2,595,5.0,836423266
190,2,597,5.0,836423886
191,2,616,5.0,836424109
192,2,783,5.0,836424241
193,3,2,3.5,1084485210
194,3,10,4.0,1084484675
195,3,11,4.0,1084485789
196,3,17,5.0,1084485217
197,3,26,4.0,1084486051
198,3,48,3.5,1084484418
199,3,62,5.0,1084486030
200,3,110,5.0,1084484542
201,3,141,0.5,1084484791
202,3,150,5.0,1084484538
203,3,151,5.0,1084485165
204,3,153,3.0,1084484623
205,3,158,3.0,1084484425
206,3,161,4.0,1084484757
207,3,168,3.5,1084484387
208,3,185,3.5,1084484783
209,3,208,3.0,1084485177
210,3,231,1.0,1084484689
211,3,260,4.0,1084484551
212,3,272,5.0,1084484463
213,3,316,4.0,1084484637
214,3,318,4.5,1084484559
215,3,329,3.0,1084484653
216,3,337,2.5,1084485173
217,3,339,4.0,1084484786
218,3,344,0.5,1084484629
219,3,349,4.0,1084484618
220,3,356,4.0,1084484522
221,3,357,4.0,1084484775
222,3,364,4.0,1084484658
223,3,367,2.5,1084484760
224,3,377,3.5,1084484621
225,3,380,2.5,1084484567
226,3,434,3.5,1084484764
227,3,442,3.0,1084485152
228,3,454,4.0,1084484768
229,3,457,4.0,1084484528
230,3,466,1.0,1084484362
231,3,480,4.0,1084484525
232,3,500,3.0,1084484692
233,3,527,5.0,1084484613
234,3,534,4.0,1084486058
235,3,539,4.0,1084484773
236,3,552,4.0,1084485127
237,3,588,4.0,1084484610
238,3,589,3.0,1084484579
239,3,590,4.5,1084484531
240,3,592,3.0,1084484535
241,3,593,1.0,1084484516
242,3,595,4.0,1084484626
243,3,596,4.0,1084484437
244,3,597,3.0,1084484682
245,3,648,3.5,1084484634
246,3,708,4.0,1084485136
247,3,780,4.0,1084484607
248,3,783,3.5,1084484448
249,3,784,1.0,1084485145
250,3,858,4.0,1084484680
251,3,953,4.0,1084485093
252,3,1031,4.0,1084484947
253,3,1073,3.5,1084484809
254,3,1090,4.0,1084485102
255,3,1101,4.0,1084485090
256,3,1196,4.0,1084484646
257,3,1198,4.5,1084484663
258,3,1210,4.0,1084484573
259,3,1270,4.0,1084484666
260,3,1372,3.5,1084484454
261,3,1374,4.0,1084485043
262,3,1375,4.0,1084484472
263,3,1377,2.5,1084485073
264,3,1485,4.0,1084484411
265,3,1544,4.0,1084484396
266,3,1584,4.0,1084485077
267,3,1721,4.0,1084485051
268,3,1873,5.0,1084486040
269,3,1917,3.0,1084485057
270,3,1923,2.0,1084485070
271,3,1957,5.0,1084486061
272,3,2006,3.5,1084484468
273,3,2012,3.0,1084484354
274,3,2100,1.0,1084484935
275,3,2150,4.0,1084486055
276,3,2268,4.0,1084484382
277,3,2353,4.0,1084486027
278,3,2605,4.0,1084485377
279,3,2616,2.5,1084485386
280,3,2617,4.0,1084484413
281,3,2640,4.0,1084485422
282,3,2641,4.0,1084485424
283,3,2642,4.0,1084485425
284,3,2643,4.0,1084485427
285,3,2701,3.0,1084485374
286,3,2747,1.5,1084485382
287,3,2858,3.0,1084484687
288,3,2947,4.0,1084485364
289,3,2948,4.0,1084485357
290,3,2985,3.0,1084485054
291,3,3033,3.0,1084485361
292,3,3034,4.0,1084485355
293,3,3210,4.0,1084485311
