userId,avg_rating
1,3.5319148936170213
2,4.269230769230769
3,3.5884353741496597
4,2.6296296296296298
5,3.272727272727273
6,4.173076923076923
7,3.6363636363636362
8,4.32258064516129
9,4.241379310344827
10,2.787121212121212
11,3.15
12,2.891304347826087
13,3.646153846153846
14,4.982758620689655
15,3.457317073170732
16,2.6915254237288138
17,4.186046511627907
18,3.786231884057971
19,4.212765957446808
20,3.8464285714285715
21,3.8285714285714287
22,3.7222222222222223
23,4.4523809523809526
24,3.488888888888889
25,3.3275862068965516
26,4.46969696969697
27,3.7338709677419355
28,3.4218859957776213
29,3.2913907284768213
30,3.0238095238095237
31,4.044776119402985
32,3.6136363636363638
33,4.266037735849056
34,3.6260162601626016
35,3.923459244532803
36,3.648
37,2.970212765957447
38,3.8620689655172415
39,3.736842105263158
40,4.188118811881188
41,3.054054054054054
42,3.9791666666666665
43,3.2
44,3.838235294117647
45,4.2
46,3.870860927152318
47,4.0
48,3.9245283018867925
49,3.8378378378378377
50,4.220338983050848
51,2.7291666666666665
52,3.13125
53,4.7625
54,4.177777777777778
55,4.119047619047619
56,3.1649484536082473
57,3.05
58,3.9714285714285715
59,3.258992805755396
60,4.0
61,3.576923076923077
62,3.842696629213483
63,4.147368421052631
64,3.345679012345679
65,2.5471014492753623
66,3.933333333333333
67,3.835570469798658
68,3.590909090909091
69,4.093023255813954
70,3.4395770392749245
71,3.689655172413793
72,4.023809523809524
73,3.293103448275862
74,3.5742857142857143
75,4.096774193548387
76,3.5403050108932463
77,3.7611940298507465
78,3.5291970802919708
79,3.85
80,3.7259475218658893
81,3.275
82,3.892857142857143
83,4.136666666666667
84,3.98961937716263
85,3.1869158878504673
86,3.7209302325581395
87,3.381012658227848
88,3.8614718614718613
89,3.0
90,2.8933333333333335
91,3.4698795180722892
92,4.22972972972973
93,3.5828571428571427
94,3.6321138211382116
95,3.128205128205128
96,4.158333333333333
97,3.904255319148936
98,3.7586206896551726
99,4.22
100,3.5160642570281126
101,3.6774193548387095
102,3.3617021276595747
103,3.8383620689655173
104,3.03125
105,4.043478260869565
106,3.774774774774775
107,3.3577777777777778
108,4.233333333333333
109,3.1393897364771153
110,3.485148514851485
111,3.7753623188405796
112,4.229166666666667
113,3.689655172413793
114,4.253472222222222
115,3.7753623188405796
116,3.6858974358974357
117,2.586206896551724
118,4.038043478260869
119,4.054216867469879
120,4.024615384615385
121,3.9025974025974026
122,3.529220779220779
123,3.9
124,3.901639344262295
125,3.5757575757575757
126,3.9932432432432434
127,2.7588495575221237
128,3.0359223300970872
129,3.8214285714285716
130,3.8095238095238093
131,3.0925925925925926
132,4.023809523809524
133,4.291666666666667
134,3.9411764705882355
135,3.703125
136,4.028846153846154
137,3.6564245810055866
138,3.4121004566210047
139,3.973684210526316
140,4.420731707317073
141,3.7830188679245285
142,3.769230769230769
143,3.409090909090909
144,4.025179856115108
145,3.5476190476190474
146,3.625
147,3.588235294117647
148,2.169207317073171
149,3.8507462686567164
150,3.909090909090909
151,3.339
152,2.6041666666666665
153,3.9310344827586206
154,3.8771929824561404
155,3.6825396825396823
156,4.172413793103448
157,3.8968824940047964
158,3.010507880910683
159,3.8701298701298703
160,3.6794871794871793
161,3.5353535353535355
162,3.38
163,3.6754617414248023
164,3.7837837837837838
165,3.7
166,3.492957746478873
167,3.6774193548387095
168,3.857142857142857
169,4.3
170,4.46
171,4.273809523809524
172,3.0
173,3.437837837837838
174,3.6397637795275593
175,4.219178082191781
176,3.4786821705426356
177,4.623529411764705
178,3.81
179,3.3783783783783785
180,2.8043478260869565
181,4.4523809523809526
182,3.472972972972973
183,4.666666666666667
184,3.7333333333333334
185,3.36144578313253
186,3.8415841584158414
187,2.7474074074074073
188,3.4527702089009993
189,3.8904109589041096
190,4.090909090909091
191,3.9074074074074074
192,4.142857142857143
193,3.8518518518518516
194,4.178030303030303
195,3.5425531914893615
196,4.063157894736842
197,3.4166666666666665
198,3.6818181818181817
199,4.0344827586206895
200,3.625
201,4.196629213483146
202,3.3703703703703702
203,3.5191740412979353
204,4.2403508771929825
205,3.7435897435897436
206,4.5
207,3.337078651685393
208,3.561111111111111
209,4.411214953271028
210,3.4466666666666668
211,3.8969072164948453
212,3.4532019704433496
213,3.957547169811321
214,3.240740740740741
215,3.5585585585585586
216,4.529850746268656
217,3.727272727272727
218,3.8181818181818183
219,3.7560975609756095
220,4.465116279069767
221,2.9761904761904763
222,3.48
223,3.4761904761904763
224,3.757425742574257
225,4.666666666666667
226,3.1575091575091574
227,3.1666666666666665
228,3.4405882352941175
229,3.6951219512195124
230,3.9571428571428573
231,4.097222222222222
232,3.9115646258503403
233,4.037037037037037
234,3.4714285714285715
235,4.134920634920635
236,3.75
237,3.592156862745098
238,3.107066381156317
239,2.973993288590604
240,3.138095238095238
241,3.375
242,3.1030927835051547
243,3.5853658536585367
244,3.7701149425287355
245,3.4857142857142858
246,3.8333333333333335
247,3.9878048780487805
248,4.091954022988506
249,4.2439024390243905
250,3.9594594594594597
251,3.2115384615384617
252,4.110294117647059
253,4.6415094339622645
254,3.3703703703703702
255,4.033783783783784
256,3.736842105263158
257,3.683333333333333
258,3.6291866028708135
259,3.7966101694915255
260,3.3286516853932584
261,1.9807692307692308
262,3.2083333333333335
263,3.3333333333333335
264,3.59375
265,3.4835796387520523
266,4.0
267,3.1666666666666665
268,2.3223915592028135
269,3.357142857142857
270,3.819277108433735
271,3.5619047619047617
272,3.408
273,3.824
274,3.642105263157895
275,3.54
276,3.3214285714285716
277,3.79136690647482
278,4.198979591836735
279,3.7115384615384617
280,4.125
281,3.8333333333333335
282,4.431034482758621
283,3.552380952380952
284,3.892857142857143
285,4.295081967213115
286,4.540816326530612
287,4.371601208459214
288,3.4545454545454546
289,4.018867924528302
290,2.9342105263157894
291,4.043689320388349
292,3.5625
293,3.907303370786517
294,2.489795918367347
295,2.8857142857142857
296,3.3181818181818183
297,4.45
298,3.866013071895425
299,3.6426426426426426
300,3.0597014925373136
301,3.603448275862069
302,4.234177215189874
303,3.934931506849315
304,3.2670157068062826
305,4.032258064516129
306,3.52
307,3.183673469387755
308,3.985294117647059
309,3.217391304347826
310,4.095238095238095
311,2.753706754530478
312,3.5392156862745097
313,3.465909090909091
314,4.25
315,3.4473684210526314
316,1.9646017699115044
317,4.2592592592592595
318,4.9411764705882355
319,3.6122448979591835
320,4.125373134328358
321,2.3780487804878048
322,3.9726027397260273
323,3.2580645161290325
324,3.4768518518518516
325,3.8174603174603177
326,2.830550918196995
327,3.8541666666666665
328,4.156283566058002
329,3.8658536585365852
330,3.324324324324324
331,3.8085106382978724
332,3.399159663865546
333,3.307174887892377
334,3.3043478260869565
335,3.70873786407767
336,3.049465240641711
337,3.572136563876652
338,3.4390715667311413
339,4.5
340,2.9184397163120566
341,3.177133655394525
342,3.8125
343,4.640625
344,2.534513274336283
345,3.551546391752577
346,3.891304347826087
347,2.970695970695971
348,3.5136363636363637
349,3.4324324324324325
350,3.4833333333333334
351,3.24
